ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217871_s_at	1.26e-02	1.56e-03	3.37597	-1.566563	0.8174911	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
210070_s_at	1.27e-02	1.56e-03	-3.375522	-1.567762	-0.9010739	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
203843_at	1.27e-02	1.56e-03	-3.37551	-1.567796	-0.3986592	RPS6KA3	ribosomal protein S6 kinase A3
200834_s_at	1.27e-02	1.57e-03	3.373924	-1.57204	0.3043252	RPS21	ribosomal protein S21
201694_s_at	1.27e-02	1.57e-03	3.373727	-1.572568	1.3366637	EGR1	early growth response 1
217762_s_at	1.27e-02	1.57e-03	-3.373561	-1.573012	-2.0836928	RAB31	RAB31, member RAS oncogene family
209453_at	1.27e-02	1.57e-03	3.373464	-1.573272	0.3595869	SLC9A1	solute carrier family 9 member A1
202223_at	1.27e-02	1.57e-03	3.373445	-1.573322	1.0388143	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex
215813_s_at	1.27e-02	1.57e-03	3.373336	-1.573616	1.1321491	PTGS1	prostaglandin-endoperoxide synthase 1
203912_s_at	1.27e-02	1.57e-03	-3.373194	-1.573994	-0.8943852	DNASE1L1	deoxyribonuclease 1 like 1
212722_s_at	1.27e-02	1.58e-03	-3.372743	-1.575201	-0.5609107	JMJD6	arginine demethylase and lysine hydroxylase
202696_at	1.27e-02	1.58e-03	3.372594	-1.5756	0.5956625	OXSR1	oxidative stress responsive 1
209508_x_at	1.27e-02	1.58e-03	-3.372553	-1.575709	-0.6663654	CFLAR	CASP8 and FADD like apoptosis regulator
201499_s_at	1.27e-02	1.58e-03	-3.372538	-1.575751	-0.3571718	USP7	ubiquitin specific peptidase 7
212789_at	1.27e-02	1.58e-03	3.372451	-1.575984	0.5806825	NCAPD3	non-SMC condensin II complex subunit D3
219035_s_at	1.27e-02	1.58e-03	3.372076	-1.576986	1.1313536	RNF34	ring finger protein 34
217907_at	1.27e-02	1.58e-03	3.371725	-1.577925	0.7554329	MRPL18	mitochondrial ribosomal protein L18
211430_s_at	1.27e-02	1.58e-03	-3.371324	-1.578999	-2.6355287	MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1	microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)
208752_x_at	1.27e-02	1.58e-03	3.370896	-1.580144	0.4661693	NAP1L1	nucleosome assembly protein 1 like 1
203665_at	1.28e-02	1.59e-03	-3.370724	-1.580605	-1.582285	HMOX1	heme oxygenase 1
201941_at	1.28e-02	1.59e-03	-3.369848	-1.582949	-1.0413596	CPD	carboxypeptidase D
203264_s_at	1.28e-02	1.59e-03	3.369291	-1.584439	0.3547358	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
217802_s_at	1.28e-02	1.59e-03	3.368867	-1.585572	0.6751119	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
200016_x_at	1.28e-02	1.60e-03	3.368485	-1.586594	0.3688378	HNRNPA1P10///HNRNPA1	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1
203660_s_at	1.28e-02	1.60e-03	3.368371	-1.586898	0.6151475	PCNT	pericentrin
214043_at	1.28e-02	1.60e-03	3.367733	-1.588606	0.5717817	PTPRD	protein tyrosine phosphatase, receptor type D
221636_s_at	1.28e-02	1.60e-03	-3.367216	-1.589987	-0.7248385	MARC2	mitochondrial amidoxime reducing component 2
212187_x_at	1.28e-02	1.60e-03	-3.367095	-1.59031	-0.6753097	PTGDS	prostaglandin D2 synthase
202681_at	1.29e-02	1.61e-03	-3.366365	-1.592262	-0.2050808	MIR4271///C3orf62///USP4	microRNA 4271///chromosome 3 open reading frame 62///ubiquitin specific peptidase 4
203091_at	1.29e-02	1.61e-03	3.366149	-1.59284	0.3523468	FUBP1	far upstream element binding protein 1
212839_s_at	1.29e-02	1.61e-03	-3.366142	-1.592859	-0.3708608	TROVE2	TROVE domain family member 2
213123_at	1.29e-02	1.61e-03	3.36613	-1.592891	0.8900979	MFAP3	microfibrillar associated protein 3
220999_s_at	1.29e-02	1.61e-03	3.365977	-1.5933	1.1231422	CYFIP2	cytoplasmic FMR1 interacting protein 2
212117_at	1.29e-02	1.61e-03	-3.365834	-1.593681	-0.5350266	RHOQ	ras homolog family member Q
218870_at	1.29e-02	1.61e-03	3.36507	-1.595724	0.7314359	LOC101928361///ARHGAP15	uncharacterized LOC101928361///Rho GTPase activating protein 15
219396_s_at	1.29e-02	1.61e-03	-3.36443	-1.597435	-0.3340504	MIR631///NEIL1	microRNA 631///nei like DNA glycosylase 1
212862_at	1.29e-02	1.61e-03	-3.364316	-1.597741	-0.5148764	CDS2	CDP-diacylglycerol synthase 2
209021_x_at	1.29e-02	1.62e-03	-3.363422	-1.60013	-0.3280361	ATG13	autophagy related 13
209670_at	1.29e-02	1.62e-03	-3.363397	-1.600195	-1.0827508	TRAC	T-cell receptor alpha constant
217631_at	1.29e-02	1.62e-03	-3.36331	-1.600427	-0.4949686	GTPBP4	GTP binding protein 4
211575_s_at	1.30e-02	1.62e-03	3.362693	-1.602075	0.2975539	UBE3A	ubiquitin protein ligase E3A
219498_s_at	1.30e-02	1.63e-03	3.361176	-1.60613	1.0362243	BCL11A	B-cell CLL/lymphoma 11A
221866_at	1.30e-02	1.63e-03	-3.360973	-1.606671	-0.3734405	TFEB	transcription factor EB
212234_at	1.30e-02	1.63e-03	3.360641	-1.607559	0.4877846	ASXL1	additional sex combs like 1, transcriptional regulator
212539_at	1.31e-02	1.64e-03	3.359075	-1.611741	0.5756055	CHD1L	chromodomain helicase DNA binding protein 1 like
218595_s_at	1.31e-02	1.64e-03	3.358909	-1.612183	0.5236031	HEATR1	HEAT repeat containing 1
202860_at	1.31e-02	1.64e-03	-3.358126	-1.614273	-0.4378414	DENND4B	DENN domain containing 4B
205237_at	1.31e-02	1.65e-03	-3.357731	-1.615329	-3.0602049	FCN1	ficolin 1
203741_s_at	1.31e-02	1.65e-03	-3.357517	-1.615899	-1.0908069	ADCY7	adenylate cyclase 7
200022_at	1.31e-02	1.65e-03	3.357409	-1.616188	0.3299051	RPL18	ribosomal protein L18
210264_at	1.31e-02	1.65e-03	-3.356758	-1.617924	-0.6417844	GPR35	G protein-coupled receptor 35
212286_at	1.32e-02	1.65e-03	-3.355955	-1.620068	-1.0980986	ANKRD12	ankyrin repeat domain 12
210502_s_at	1.32e-02	1.66e-03	3.355287	-1.62185	0.6103942	PPIE	peptidylprolyl isomerase E
219635_at	1.32e-02	1.66e-03	3.355258	-1.621929	0.3971502	ZNF606	zinc finger protein 606
201327_s_at	1.32e-02	1.66e-03	3.354587	-1.623718	0.4523718	CCT6A	chaperonin containing TCP1 subunit 6A
219446_at	1.32e-02	1.66e-03	3.35436	-1.624324	0.4910695	RIC8B	RIC8 guanine nucleotide exchange factor B
213750_at	1.32e-02	1.66e-03	3.35369	-1.626111	0.6520403	RSL1D1	ribosomal L1 domain containing 1
200031_s_at	1.32e-02	1.67e-03	3.353504	-1.626608	0.1787928	SNORD35B///RPS11	small nucleolar RNA, C/D box 35B///ribosomal protein S11
215938_s_at	1.32e-02	1.67e-03	3.353378	-1.626943	0.4000527	PLA2G6	phospholipase A2 group VI
200799_at	1.32e-02	1.67e-03	3.353213	-1.627384	1.3518989	HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
205672_at	1.33e-02	1.68e-03	3.351303	-1.632478	0.5942702	XPA	XPA, DNA damage recognition and repair factor
212330_at	1.33e-02	1.68e-03	3.350942	-1.633442	0.6905967	TFDP1	transcription factor Dp-1
202742_s_at	1.34e-02	1.69e-03	3.348112	-1.640983	1.5308312	PRKACB	protein kinase cAMP-activated catalytic subunit beta
201089_at	1.34e-02	1.69e-03	-3.347946	-1.641428	-0.966769	ATP6V1B2	ATPase H+ transporting V1 subunit B2
213395_at	1.34e-02	1.69e-03	3.347777	-1.641878	1.6859428	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1
202073_at	1.34e-02	1.69e-03	3.347761	-1.641921	1.0136396	OPTN	optineurin
213187_x_at	1.34e-02	1.70e-03	-3.346943	-1.644099	-0.5908548	FTL	ferritin light chain
210045_at	1.34e-02	1.70e-03	3.346913	-1.64418	0.5701216	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial
217192_s_at	1.34e-02	1.70e-03	-3.346198	-1.646083	-0.3036191	PRDM1	PR/SET domain 1
202567_at	1.35e-02	1.70e-03	3.345846	-1.647022	0.5298606	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
219417_s_at	1.35e-02	1.70e-03	3.345355	-1.648331	0.3585296	BORCS6	BLOC-1 related complex subunit 6
216056_at	1.35e-02	1.70e-03	-3.345288	-1.648508	-0.9526579	CD44	CD44 molecule (Indian blood group)
209034_at	1.35e-02	1.71e-03	3.345164	-1.648838	0.4138286	PNRC1	proline rich nuclear receptor coactivator 1
209281_s_at	1.35e-02	1.71e-03	-3.3449	-1.649542	-1.1105256	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
217211_at	1.35e-02	1.71e-03	-3.344557	-1.650457	-0.3722409	ACTBP9	actin, beta pseudogene 9
209531_at	1.35e-02	1.71e-03	3.344259	-1.651251	0.5086378	GSTZ1	glutathione S-transferase zeta 1
218185_s_at	1.35e-02	1.71e-03	3.343474	-1.653339	0.7799092	ARMC1	armadillo repeat containing 1
221578_at	1.35e-02	1.72e-03	-3.343133	-1.654249	-0.6347789	RASSF4	Ras association domain family member 4
213670_x_at	1.36e-02	1.72e-03	3.34155	-1.658463	0.7348041	NSUN5P1	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
212967_x_at	1.36e-02	1.72e-03	3.341471	-1.658674	0.4849694	NAP1L1	nucleosome assembly protein 1 like 1
214179_s_at	1.36e-02	1.72e-03	3.341457	-1.658709	0.5099168	NFE2L1	nuclear factor, erythroid 2 like 1
212243_at	1.36e-02	1.72e-03	3.341198	-1.659399	0.377138	GCOM1///POLR2M	GRINL1A complex locus 1///RNA polymerase II subunit M
60084_at	1.36e-02	1.73e-03	-3.341051	-1.65979	-0.9325867	CYLD	CYLD lysine 63 deubiquitinase
57739_at	1.36e-02	1.73e-03	3.340792	-1.660481	0.377448	DND1	DND microRNA-mediated repression inhibitor 1
212660_at	1.36e-02	1.73e-03	3.340261	-1.661892	1.2061055	JADE2	jade family PHD finger 2
217664_at	1.36e-02	1.73e-03	-3.340126	-1.662252	-0.2556398		
221776_s_at	1.36e-02	1.73e-03	3.340118	-1.662274	0.3619484	BRD7	bromodomain containing 7
217040_x_at	1.36e-02	1.73e-03	-3.339934	-1.662765	-0.2433079	SOX15	SRY-box 15
203775_at	1.36e-02	1.73e-03	3.339782	-1.663168	0.5055079	SLC25A13	solute carrier family 25 member 13
219187_at	1.36e-02	1.73e-03	3.339482	-1.663967	0.2038984	FKBPL	FK506 binding protein like
219574_at	1.36e-02	1.74e-03	-3.338392	-1.666868	-1.1989792	MARCH1	membrane associated ring-CH-type finger 1
214866_at	1.36e-02	1.74e-03	-3.338127	-1.667571	-0.4526405	PLAUR	plasminogen activator, urokinase receptor
209846_s_at	1.36e-02	1.74e-03	3.33794	-1.668069	0.9146581	BTN3A2	butyrophilin subfamily 3 member A2
217617_at	1.37e-02	1.75e-03	3.335755	-1.673882	0.8414426		
213773_x_at	1.37e-02	1.75e-03	3.335325	-1.675025	0.4624678	NSUN5	NOP2/Sun RNA methyltransferase family member 5
206572_x_at	1.37e-02	1.75e-03	3.335265	-1.675185	0.4152066	ZNF85	zinc finger protein 85
211287_x_at	1.37e-02	1.76e-03	-3.33492	-1.676101	-0.5412251	CSF2RA	colony stimulating factor 2 receptor alpha subunit
208056_s_at	1.38e-02	1.76e-03	3.333704	-1.679335	1.3129039	CBFA2T3	CBFA2/RUNX1 translocation partner 3
212214_at	1.38e-02	1.77e-03	3.33298	-1.681258	0.4998116	OPA1	OPA1, mitochondrial dynamin like GTPase
204571_x_at	1.39e-02	1.78e-03	3.330953	-1.686647	0.3973293	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
204861_s_at	1.39e-02	1.78e-03	-3.33071	-1.687291	-0.7384473	NAIP	NLR family apoptosis inhibitory protein
208845_at	1.39e-02	1.78e-03	3.330334	-1.688292	0.4672172	VDAC3	voltage dependent anion channel 3
208680_at	1.39e-02	1.78e-03	3.330027	-1.689106	0.8544187	PRDX1	peroxiredoxin 1
221814_at	1.39e-02	1.78e-03	-3.3299	-1.689444	-1.2502227	ADGRA2	adhesion G protein-coupled receptor A2
209482_at	1.39e-02	1.78e-03	3.329858	-1.689554	0.8478371	POP7	POP7 homolog, ribonuclease P/MRP subunit
202692_s_at	1.39e-02	1.79e-03	3.328756	-1.692482	0.4848069	UBTF	upstream binding transcription factor, RNA polymerase I
203315_at	1.39e-02	1.79e-03	3.328576	-1.692961	0.6039171	NCK2	NCK adaptor protein 2
217898_at	1.39e-02	1.79e-03	-3.328561	-1.693001	-0.3702707	EMC7	ER membrane protein complex subunit 7
211398_at	1.40e-02	1.79e-03	-3.327963	-1.694589	-0.1685144	FGFR2	fibroblast growth factor receptor 2
218822_s_at	1.40e-02	1.79e-03	-3.327551	-1.695682	-0.3100932	LOC100652930///STX16-NPEPL1///NPEPL1	uncharacterized LOC100652930///STX16-NPEPL1 readthrough (NMD candidate)///aminopeptidase-like 1
206147_x_at	1.40e-02	1.80e-03	3.326238	-1.699168	0.2647025	SCML2	sex comb on midleg-like 2 (Drosophila)
202203_s_at	1.40e-02	1.80e-03	3.326226	-1.6992	0.8277083	AMFR	autocrine motility factor receptor
209314_s_at	1.41e-02	1.81e-03	3.3251	-1.702189	0.7353056	HBS1L	HBS1 like translational GTPase
202250_s_at	1.41e-02	1.81e-03	3.325065	-1.702282	0.6612316	DCAF8	DDB1 and CUL4 associated factor 8
36865_at	1.41e-02	1.81e-03	3.324861	-1.702824	0.1875899	ANGEL1	angel homolog 1
202518_at	1.41e-02	1.81e-03	-3.324683	-1.703297	-0.4818239	BCL7B	BCL tumor suppressor 7B
219788_at	1.41e-02	1.81e-03	-3.32446	-1.703887	-1.4891027	PILRA	paired immunoglobin like type 2 receptor alpha
206825_at	1.41e-02	1.81e-03	-3.323823	-1.70558	-0.3231796	OXTR	oxytocin receptor
207507_s_at	1.41e-02	1.82e-03	3.323348	-1.706838	0.4196278	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
217118_s_at	1.41e-02	1.82e-03	-3.322935	-1.707935	-0.9527647	KIAA0930	KIAA0930
208772_at	1.41e-02	1.82e-03	3.322772	-1.708369	0.6499288	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
212149_at	1.41e-02	1.82e-03	-3.322527	-1.709018	-1.1634312	EFR3A	EFR3 homolog A
207492_at	1.41e-02	1.82e-03	-3.322242	-1.709773	-0.611138	NGLY1	N-glycanase 1
213627_at	1.41e-02	1.82e-03	3.322128	-1.710076	0.6521939	MAGED2	MAGE family member D2
206076_at	1.41e-02	1.82e-03	3.322111	-1.710121	0.4466201	LRRC23	leucine rich repeat containing 23
214351_x_at	1.41e-02	1.82e-03	3.321775	-1.711014	0.3377039	SNORD68///RPL13	small nucleolar RNA, C/D box 68///ribosomal protein L13
210889_s_at	1.41e-02	1.83e-03	-3.321444	-1.711891	-1.4640765	FCGR2B	Fc fragment of IgG receptor IIb
213260_at	1.41e-02	1.83e-03	-3.321198	-1.712543	-1.2110523	FOXC1	forkhead box C1
220755_s_at	1.41e-02	1.83e-03	3.320841	-1.71349	0.6223611	C6orf48	chromosome 6 open reading frame 48
211133_x_at	1.41e-02	1.83e-03	-3.320796	-1.713609	-0.7825454	LILRB3	leukocyte immunoglobulin like receptor B3
202978_s_at	1.42e-02	1.83e-03	3.320353	-1.714786	0.5829999	CREBZF	CREB/ATF bZIP transcription factor
208875_s_at	1.42e-02	1.83e-03	-3.320176	-1.715256	-0.635206	PAK2	p21 (RAC1) activated kinase 2
208517_x_at	1.42e-02	1.84e-03	3.319427	-1.717241	0.3836651	BTF3	basic transcription factor 3
215096_s_at	1.42e-02	1.84e-03	3.319187	-1.717877	0.4124582	ESD	esterase D
218724_s_at	1.42e-02	1.84e-03	3.319108	-1.718086	0.8267594	TGIF2	TGFB induced factor homeobox 2
211542_x_at	1.42e-02	1.84e-03	3.318621	-1.719378	0.2915019	RPS10	ribosomal protein S10
202077_at	1.42e-02	1.84e-03	3.318572	-1.719507	0.5403882	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
217140_s_at	1.42e-02	1.84e-03	3.318443	-1.719849	0.7026232	VDAC1	voltage dependent anion channel 1
212384_at	1.42e-02	1.84e-03	-3.317877	-1.721349	-0.6891274	ATP6V1G2-DDX39B///SNORD84///DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)///small nucleolar RNA, C/D box 84///DEAD-box helicase 39B
201628_s_at	1.42e-02	1.85e-03	3.317359	-1.722724	0.5757853	RRAGA	Ras related GTP binding A
202326_at	1.43e-02	1.85e-03	3.316889	-1.723968	0.7002886	EHMT2	euchromatic histone lysine methyltransferase 2
208918_s_at	1.43e-02	1.85e-03	-3.316633	-1.724649	-1.0440739	NADK	NAD kinase
220688_s_at	1.43e-02	1.85e-03	3.316218	-1.725748	0.9393784	MRTO4	MRT4 homolog, ribosome maturation factor
212875_s_at	1.43e-02	1.86e-03	3.315368	-1.727999	1.2621157	C2CD2	C2 calcium dependent domain containing 2
219693_at	1.43e-02	1.86e-03	3.315144	-1.728592	0.5245132	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
208764_s_at	1.43e-02	1.86e-03	3.314783	-1.729551	0.3150119	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)
204039_at	1.43e-02	1.86e-03	-3.314628	-1.729961	-1.0377579	CEBPA	CCAAT/enhancer binding protein alpha
202127_at	1.44e-02	1.87e-03	-3.313389	-1.733243	-0.7849769	PRPF4B	pre-mRNA processing factor 4B
212056_at	1.44e-02	1.87e-03	3.3127	-1.735069	0.8572338	GSE1	Gse1 coiled-coil protein
201946_s_at	1.44e-02	1.88e-03	3.31157	-1.738061	0.9063145	CCT2	chaperonin containing TCP1 subunit 2
209615_s_at	1.44e-02	1.88e-03	-3.311189	-1.739071	-0.7110523	PAK1	p21 (RAC1) activated kinase 1
204453_at	1.44e-02	1.88e-03	3.310988	-1.739601	0.7606784	ZNF84	zinc finger protein 84
205863_at	1.44e-02	1.88e-03	-3.310573	-1.740701	-2.3283155	S100A12	S100 calcium binding protein A12
216953_s_at	1.45e-02	1.88e-03	-3.310228	-1.741613	-0.8837478	WT1	Wilms tumor 1
202329_at	1.45e-02	1.89e-03	-3.310004	-1.742207	-0.4614364	CSK	c-src tyrosine kinase
214732_at	1.45e-02	1.89e-03	-3.309957	-1.742332	-0.4066088	SP1	Sp1 transcription factor
217974_at	1.45e-02	1.89e-03	3.309145	-1.74448	0.8694912	TM7SF3	transmembrane 7 superfamily member 3
202971_s_at	1.45e-02	1.89e-03	-3.308906	-1.745112	-0.694718	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
213839_at	1.45e-02	1.90e-03	-3.307961	-1.747614	-0.8327335	CLMN	calmin
214734_at	1.45e-02	1.90e-03	3.307572	-1.748643	0.1716662	EXPH5	exophilin 5
203696_s_at	1.46e-02	1.90e-03	3.307011	-1.750129	0.4420719	RFC2	replication factor C subunit 2
201113_at	1.46e-02	1.90e-03	3.306923	-1.750362	0.6466775	TUFM	Tu translation elongation factor, mitochondrial
205936_s_at	1.46e-02	1.90e-03	-3.306834	-1.750597	-2.0850606	HK3	hexokinase 3
220661_s_at	1.46e-02	1.90e-03	3.306406	-1.751728	0.5315272	ZNF692	zinc finger protein 692
210564_x_at	1.46e-02	1.91e-03	-3.305989	-1.752832	-0.48308	CFLAR	CASP8 and FADD like apoptosis regulator
218564_at	1.46e-02	1.91e-03	3.305951	-1.752931	0.5336791	RFWD3	ring finger and WD repeat domain 3
200725_x_at	1.46e-02	1.91e-03	3.305275	-1.754721	0.2676524	SNORA70///RPL10	small nucleolar RNA, H/ACA box 70///ribosomal protein L10
200723_s_at	1.46e-02	1.91e-03	3.305244	-1.754803	0.4761863	CAPRIN1	cell cycle associated protein 1
212200_at	1.46e-02	1.91e-03	3.305101	-1.755181	0.6051488	ANKLE2	ankyrin repeat and LEM domain containing 2
206666_at	1.46e-02	1.91e-03	-3.304985	-1.755489	-0.9462194	GZMK	granzyme K
220147_s_at	1.46e-02	1.91e-03	3.304853	-1.755836	0.7050245	FAM60A	family with sequence similarity 60 member A
201379_s_at	1.46e-02	1.91e-03	-3.304606	-1.75649	-0.5820381	TPD52L2	tumor protein D52 like 2
220840_s_at	1.46e-02	1.92e-03	3.304526	-1.756701	0.4989875	C1orf112	chromosome 1 open reading frame 112
206332_s_at	1.46e-02	1.92e-03	3.304101	-1.757826	0.7546818	IFI16	interferon gamma inducible protein 16
214662_at	1.46e-02	1.92e-03	3.303843	-1.758509	0.5983454	WDR43	WD repeat domain 43
212422_at	1.46e-02	1.92e-03	3.303274	-1.760013	0.3785075	PDCD11	programmed cell death 11
211250_s_at	1.47e-02	1.93e-03	-3.30264	-1.76169	-0.4410859	SH3BP2	SH3 domain binding protein 2
218532_s_at	1.47e-02	1.93e-03	3.302399	-1.762326	0.7313819	FAM134B	family with sequence similarity 134 member B
203955_at	1.47e-02	1.93e-03	3.301934	-1.763554	0.642913	PPP1R26	protein phosphatase 1 regulatory subunit 26
214273_x_at	1.47e-02	1.93e-03	3.301522	-1.764644	0.3847811	NPRL3	NPR3 like, GATOR1 complex subunit
210218_s_at	1.47e-02	1.94e-03	-3.300822	-1.766495	-0.3363871	SP100	SP100 nuclear antigen
208962_s_at	1.47e-02	1.94e-03	3.300799	-1.766556	0.9040044	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
221036_s_at	1.47e-02	1.94e-03	-3.300396	-1.767621	-0.5962261	APH1B	aph-1 homolog B, gamma-secretase subunit
218135_at	1.47e-02	1.94e-03	3.30027	-1.767952	0.8584479	ERGIC2	ERGIC and golgi 2
218593_at	1.47e-02	1.94e-03	3.300171	-1.768214	0.6608939	RBM28	RNA binding motif protein 28
217766_s_at	1.48e-02	1.95e-03	-3.298906	-1.771558	-0.3648486	TMEM50A	transmembrane protein 50A
201466_s_at	1.48e-02	1.95e-03	3.298065	-1.77378	1.3779959	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
212788_x_at	1.48e-02	1.95e-03	-3.297672	-1.774818	-0.4569281	FTL	ferritin light chain
210653_s_at	1.48e-02	1.96e-03	3.29672	-1.777331	0.8285288	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta
200937_s_at	1.49e-02	1.96e-03	3.296038	-1.779134	0.3924989	RPL5///SNORD21	ribosomal protein L5///small nucleolar RNA, C/D box 21
204340_at	1.49e-02	1.97e-03	3.295415	-1.780779	0.4246349	TMEM187	transmembrane protein 187
45633_at	1.49e-02	1.97e-03	3.295244	-1.781228	0.5419197	GINS3	GINS complex subunit 3
214960_at	1.49e-02	1.97e-03	-3.294772	-1.782474	-0.461176	API5	apoptosis inhibitor 5
219805_at	1.49e-02	1.97e-03	-3.293909	-1.784753	-0.1585099	CXorf56	chromosome X open reading frame 56
206081_at	1.49e-02	1.98e-03	3.293434	-1.786007	0.7356238	SLC24A1	solute carrier family 24 member 1
207067_s_at	1.49e-02	1.98e-03	3.293424	-1.786034	1.6343874	HDC	histidine decarboxylase
206723_s_at	1.50e-02	1.98e-03	-3.2932	-1.786626	-0.9102044	LPAR2	lysophosphatidic acid receptor 2
211474_s_at	1.50e-02	1.98e-03	3.292193	-1.789282	0.9833175	SERPINB6	serpin family B member 6
212498_at	1.50e-02	1.98e-03	3.292	-1.789793	0.997182	MARCH6	membrane associated ring-CH-type finger 6
210069_at	1.50e-02	1.99e-03	-3.291092	-1.792189	-0.9483907	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
202268_s_at	1.51e-02	2.00e-03	3.290002	-1.795065	0.5443254	NAE1	NEDD8 activating enzyme E1 subunit 1
221531_at	1.51e-02	2.00e-03	3.28979	-1.795624	0.4972946	WDR61	WD repeat domain 61
218342_s_at	1.51e-02	2.00e-03	3.289724	-1.795797	0.7469536	ERMP1	endoplasmic reticulum metallopeptidase 1
204169_at	1.51e-02	2.00e-03	-3.289538	-1.796286	-0.5976921	IMPDH1	inosine monophosphate dehydrogenase 1
203782_s_at	1.51e-02	2.00e-03	3.28849	-1.79905	0.8192154	POLRMT	RNA polymerase mitochondrial
205726_at	1.51e-02	2.01e-03	-3.287966	-1.800434	-1.1032583	DIAPH2	diaphanous related formin 2
221822_at	1.51e-02	2.01e-03	3.287494	-1.801678	0.4176584	SGF29	SAGA complex associated factor 29
207904_s_at	1.51e-02	2.01e-03	-3.287457	-1.801776	-0.522115	LNPEP	leucyl and cystinyl aminopeptidase
201567_s_at	1.52e-02	2.01e-03	-3.287036	-1.802884	-0.5070024	GOLGA4	golgin A4
216064_s_at	1.52e-02	2.01e-03	-3.286695	-1.803785	-0.6652686	AGA	aspartylglucosaminidase
203640_at	1.52e-02	2.02e-03	3.286231	-1.805008	0.8575246	MBNL2	muscleblind like splicing regulator 2
219877_at	1.52e-02	2.02e-03	-3.286142	-1.805241	-0.2745119	ZMAT4	zinc finger matrin-type 4
